,question_cod,question,all_alternatives,correct_alt,year,context,wrong_correct,correct_alternative,wrong_alternative
8133,Q523563,"1 O homem, como ser histórico, é o construtor dasociedade e o responsável pelo rumo que ela venha a tomar.Tornamo-nos seres humanos na dialética mesma da4 hominização, ao produzirmos e transformarmoscoletivamente a cultura e nos construirmos como sujeitos.A nossa cultura atual, eivada de violências físicas e7 simbólicas, tem levado os seres humanos à massificação, àdesumanização e à autodestruição. Fazendo frente a essacrise, a Cultura da Paz surge como uma proposta da ONU10 que tem por objetivo conscientizar a todos - governos esociedades civis - para que se unam em busca da superaçãoda falência do nosso paradigma atual, conclamando para a13 construção de um novo modelo substitutivo, assentado emações, valores e princípios calcados em uma nova éticasocial, no respeito à diversidade cultural e na diminuição das16 desigualdades e injustiças.Editorial. Revista da Faculdade de Educação do Estadoda Bahia. Ano 10, n.º 14, jan./jun., 2001(com adaptações).Julgue os itens seguintes, acerca do texto acima. A inserção de uma vírgula logo depois de ""ONU"" (l.9)respeitaria as regras gramaticais, mas provocariaambigüidade de interpretação sobre quem teria ""por objetivoconscientizar"" (l.10).",Certo | Errado,c,2004,,2,Certo,Errado
8134,Q523571,"1 Em Atenas, a base da democracia era a igualdade de  todos os cidadãos. Igualdade perante a lei (isonomia) e  igualdade de poder se pronunciar na assembléia (isagoria), 4 quer dizer, direito à palavra. Essas duas liberdades eram os  pilares do regime, estendidos a ricos e pobres, a nobres e  plebeus. Na democracia ateniense, o sistema de sorteio 7 evitava, em parte, a formação de uma classe de políticos  profissionais que atuassem de uma maneira separada do  povo, procurando fazer que qualquer um se sentisse apto a 10 manejar os assuntos públicos, eliminando-se a alienação  política dos indivíduos.  Procurava-se, com o exercício direto da 13 participação, tornar o público coisa privada. Sob o ponto de  vista grego, o cidadão que se negasse a participar dos  assuntos públicos, em nome da sua privacidade, era 16 moralmente condenado. Internet: . Acesso em 16/7/2004 (com adaptações). Considerando o texto acima, julgue os seguintes itens. No desenvolvimento do texto, na linha 15, o pronome ""sua"" retoma a idéia de ""assuntos públicos"".",Certo | Errado,e,2004,,2,Certo,Errado
8135,Q523572,"1 No que diz respeito à esfera política, a  democratização se coloca em vários planos e tem como  exigência primordial o reconhecimento dos diversos sujeitos 4 e das causas que defendem. Esse reconhecimento está  diretamente ligado à ruptura com a tradição conservadora,  cuja visão política hierarquiza as formas de participação e 7 não reconhece os vários campos de conflitos e contradições  sociais presentes na sociedade. Maria Betânia Ávila. Democracia radical em foco. Internet: . Acesso em 16/7/2004 (com adaptações). Julgue os itens subseqüentes, relativos ao texto acima.De acordo com a organização das idéias no texto, mantém-se a correção gramatical ao se substituir ""diz respeito"" (R.1) por refere.",Certo | Errado,e,2004,,2,Certo,Errado
8136,Q523573,"1 No que diz respeito à esfera política, a  democratização se coloca em vários planos e tem como  exigência primordial o reconhecimento dos diversos sujeitos 4 e das causas que defendem. Esse reconhecimento está  diretamente ligado à ruptura com a tradição conservadora,  cuja visão política hierarquiza as formas de participação e 7 não reconhece os vários campos de conflitos e contradições  sociais presentes na sociedade. Maria Betânia Ávila. Democracia radical em foco. Internet: . Acesso em 16/7/2004 (com adaptações). Julgue os itens subseqüentes, relativos ao texto acima.Mantêm-se a correção gramatical e as relações semânticas do texto ao se substituir a conjunção ""e"" (R.6) por vírgula.",Certo | Errado,e,2004,,2,Certo,Errado
8137,Q523604,"1 Em Atenas, a base da democracia era a igualdade de todos os cidadãos. Igualdade perante a lei (isonomia) e igualdade de poder se pronunciar na assembléia (isagoria), 4 quer dizer, direito à palavra. Essas duas liberdades eram os pilares do regime, estendidos a ricos e pobres, a nobres e plebeus. Na democracia ateniense, o sistema de sorteio 7 evitava, em parte, a formação de uma classe de políticos profissionais que atuassem de uma maneira separada do povo, procurando fazer que qualquer um se sentisse apto a 10 manejar os assuntos públicos, eliminando-se a alienação política dos indivíduos.  Procurava-se, com o exercício direto da 13 participação, tornar o público coisa privada. Sob o ponto de vista grego, o cidadão que se negasse a participar dos assuntos públicos, em nome da sua privacidade, era 16 moralmente condenado. Internet: . Acesso em 16/7/2004 (com adaptações). Considerando o textoacima, julgue os seguintes itens. Preservam-se a correção gramatical e a idéia de hipótese ou possibilidade do texto ao se substituir ""atuassem"" (L.8) e ""sentisse"" (L.9) por atuavam e sinta, respectivamente.",Certo | Errado,e,2004,,2,Certo,Errado
8138,Q523605,"1 Para a direita a noção de cidadania procura expurgar a noção de igualdade inerente a este termo. A cidadania é vista como uma outorgação do Estado ou, no 4 limite, o reconhecimento da igualdade jurídica, que discrimina e escamoteia o fato de que os direitos, para serem gozados, necessitam de uma certa homogeneidade social e 7 econômica. Assim, ao absolutizar o nivelamento jurídico dos indivíduos, este raciocínio opera um escamoteamento das desigualdades econômicas, sociais, políticas e culturais que 10 permeiam uma sociedade onde as classes sociais, os gêneros, as etnias e os grupos têm acesso diferenciado e desigual aos bens materiais e simbólicos. João B. A. da Costa. Democracia, cidadania e atores políticos de esquerda. Internet: . Acesso em 16/7/2004 (com adaptações). Acerca do texto acima, julgue os itens que se seguem.Para que o texto atenda à exigência de respeito à norma de padrão culto da língua portuguesa, característica da redação de textos oficiais, seria obrigatória a substituição do pronome relativo ""onde"" (L.10) por em que.",Certo | Errado,e,2004,,2,Certo,Errado
8139,Q523609,"O valor da vida é de tal magnitude que, até mesmonos momentos mais graves, quando tudo parece perdidodadas as condições mais excepcionais e precárias - comonos conflitos internacionais, na hora em que o direito daforça se instala negando o próprio Direito, e quando tudo éparadoxal e inconcebível -, ainda assim a intuição humanatenta protegê-lo contra a insânia coletiva, criando regras queimpeçam a prática de crueldades inúteis.Quando a paz passa a ser apenas um instante entredois tumultos, o homem tenta encontrar nos céus do amanhãuma aurora de salvação. A ciência, de forma desesperada,convoca os cientistas a se debruçarem sobre as mesas deseus laboratórios, na procura de meios salvadores da vida.Nas salas de conversação internacionais, mesmo entreintrigas e astúcias, os líderes do mundo inteiro tentam sereencontrar com a mais irrecusável de suas normas:o respeito pela vida humana.Assim, no âmago de todos os valores, está omaisindeclinável de todos eles: a vida humana. Sem ela, nãoexiste a pessoa humana, não existe a base de sua identidade.Mesmo diante da proletária tragédia de cada homem e decada mulher, quase naufragados na luta desesperada pelasobrevivência do dia-a-dia, ninguém abre mão do seu direitode viver. Essa consciência é que faz a vida mais que umbem: um valor.A partir dessa concepção, hoje, mais ainda, a vidapassa a ser respeitada e protegida não só como um bemafetivo ou patrimonial, mas pelo valor ético de que ela sereveste. Não se constitui apenas de um meio decontinuidade biológica, mas de uma qualidade e de umadignidade que faz com que cada um realize seu destino decriatura humana.Internet: . Acesso em ago./2004 (com adaptações).Com base no texto acima, julgue os itens a seguir.O comprometimento ético para com a humanidade é defendido no último parágrafo do texto, que discorre acerca da vida não só como um meio de continuidade biológica, mas como a responsável pelo destino da criatura humana.",Certo | Errado,e,2004,,2,Certo,Errado
8140,Q523628,"Com relação aos textos II e III, julgue os itens seguintes.No texto II, o autor assume que as relações de poder permeiam a construção de identidade, ao p a sso que, no texto III, essas relações são sugeri d a s pelos julgamentos de valor al i presentes, sem que, no entanto, seja ressaltada a relação assimétrica entre os grupos sociais.",Certo | Errado,c,2004,,2,Certo,Errado
8141,Q523668,"Julgue os itens a seguir, que se referem à compreensão, à interpretação e aos aspectos gramaticais do texto I.Na linha 9, a ligação estabelecida entre os adjetivos "" notáveis"" e "" hipotéticos"" manter-se-ia coerente com o texto, assim como seria mantida a correção gramatical da frase, caso se substituísse "" mesmo que"" por embora ou posto que.",Certo | Errado,c,2004,,2,Certo,Errado
8142,Q523669,"Julgue os itens a seguir, que se referem à compreensão, à interpretação e aos aspectos gramaticais do texto I.Na linha 16, o pronome "" que"" exerce a mesma função sintática do termo que o antecede: predicativo do sujeito..",Certo | Errado,e,2004,,2,Certo,Errado
8143,Q523670,"Julgue os itens a seguir, que se referem à compreensão, à interpretação e aos aspectos gramaticais do texto I.Mantêm-se a correção gramatical e o sentido original do texto, se o ú ltimo parágrafo for reescrito do seguinte modo: Nessa ampla perspectiva de evolução cultural, cuja mudança do atual paradigma, percebe-se um processo mais vasto, com uma flutuação notavelmente regular de sistemas de valores, que pode ser ap ontado ao longo de toda a civilização ocidental e da maioria das outras culturas",Certo | Errado,e,2004,,2,Certo,Errado
8144,Q523671,"Com relações às idéias d o texto III e a aspectos morfossintáticos,julgue os itens subseqüentes.No último parágrafo, o autor sustenta que as diferenças, mais do qu e i l u s ó rias, são falseadas pela crença de uma verdade estável, resultante do raciocínio silogístico frági l p o r meio do qual a corrente culturalista concebe a alteridade.",Certo | Errado,e,2004,,2,Certo,Errado
8145,Q523672,"Com relações às idéias d o texto III e a aspectos morfossintáticos,julgue os itens subseqüentes.Atendendo-se à prescrição gramatical e mantendo-se a coerência com as idéias defendidas no texto, o seg u i n te período poderia dar continuidade ao texto III: Ou seja, a alteridade é simplesmente o que há. Existe, portanto, igual diferença entre, digamos, um camp onês chinês e um fu n cionário norueguês tal qual entre eu e qualquer pess o a, inclusive, eu mesmo. Com relação aos textos II e I",Certo | Errado,e,2004,,2,Certo,Errado
8146,Q523673,"Tendo o texto acima como referência inicial e considerando asdiversas implicações do tema por ele abordado, inclusive asrelativas ao conceito de desenvolvimento sustentável, julgue ositens que se seguem.Ao falar de um projeto situado no coração da floresta amazônica, o texto reafirma a idéia, cada vez mais presente no mundo contemporâneo, de que o desenvolvimento deve estar a serviço da vida, o que também implica cuidados adicionais com a preservação ambiental.",Certo | Errado,c,2004,,2,Certo,Errado
8147,Q523674,"Em relação ao texto acima, julgue os itens que se seguem.Os parênteses que isolam a expressão ""que reconhece ter obrigações para com a sociedade"" (L.5-6) podem ser substituídos por vírgulas, sem prejuízo para a correção gramatical do período.",Certo | Errado,c,2004,,2,Certo,Errado
8148,Q523675,"Somente a assunção responsável e muito firme deprincípios éticos poderá impedir o homem de utilizar todo o seupoder e instrumental tecnológico na destruição de um ecossistemacomo o amazônico, na busca de matérias-primas e energia parao seu próprio instrumental e para o aumento do conforto efêmerode uma minoria insensível, despreocupada e insignificante emtermos populacionais.Idem, ibidem, p. 106.De acordo com as idéias do texto acima, julgue os itens seguintes.Se o homem não for ético, ele poderá destruir um ecossistema, em busca de matérias-primas e energia.",Certo | Errado,c,2004,,2,Certo,Errado
8149,Q523676,"Acerca do texto acima, julgue os itens a seguir.O primeiro período configura-se como uma introdução ao assunto e é muito adequado ao tipo de texto dissertativo.",Certo | Errado,c,2004,,2,Certo,Errado
8150,Q523702,"Julgue os seguintes itens, referentes às idéias do texto III.O trecho ""Quem lê (...) no texto"" (L.2-6) induz à conclusão de que o leitor é co-autor dos textos que lê, visto que a interpretação faz parte do processo de leitura.",Certo | Errado,c,2004,,2,Certo,Errado
8151,Q523703,"Os itens a seguir apresentam trechos adaptados da resposta de umdiplomata, em entrevista concedida à revista Istoé, à pergunta:O Brasil ainda pode ser classificado como país periférico?Julgue-os quanto aos processos coesivos, à pontuação e àregência.Problemas relacionados com os direitos humanos, como os massacres da Candelária, do Carandiru, de Vigário Geral, além de episódios recentes, como o que envolveu o empresário chinês Chan Kim Chang, cuja tortura e morte foram uma vergonha, abalam a imagem brasileira no exterior.",Certo | Errado,c,2004,,2,Certo,Errado
8152,Q523704,"Os itens a seguir apresentam trechos adaptados da resposta de umdiplomata, em entrevista concedida à revista Istoé, à pergunta:O Brasil ainda pode ser classificado como país periférico?Julgue-os quanto aos processos coesivos, à pontuação e àregência.Na área de respeito aos direitos humanos, com o fim da espoliação, do trabalho escravo e da exploração de crianças, o Brasil ainda, tem um longo caminho a percorrer.",Certo | Errado,e,2004,,2,Certo,Errado
8153,Q523767,"Com base na organização das idéias do texto acima, julgue ositens subseqüentes. Pela relação de sentidos que estabelece, e devido à estrutura lingüística em que aparece, a forma verbal tem (L.2) também poderia ser empregada com acento gráfico: têm.",Certo | Errado,c,2004,,2,Certo,Errado
8154,Q523768,"Julgue os seguintes itens, a respeito da organização e das idéiasdo texto acima.Por suas características gramaticais, o advérbio só (L.14), além de estar antes de vivem (L.15), poderia, sem que fosse prejudicada a argumentação do texto ou sua correção gramatical, ser deslocado para imediatamente antes de qualquer uma das seguintes expressões, todas na linha 15: em locais, onde, existe, petróleo.",Certo | Errado,e,2004,,2,Certo,Errado
8155,Q523786,"Julgue os itens que se seguem, relativos ao texto acima.Na linha 5, a presença de preposição em ao primado justifica-se pela regência de ""situado"".",Certo | Errado,e,2004,,2,Certo,Errado
8156,Q523787,"Em relação ao texto acima, julgue os itens que se seguem.Pelos sentidos do texto, a expressão ""Desde que""  estabelece, entre as orações do período, uma relação de condição.",Certo | Errado,e,2004,,2,Certo,Errado
8157,Q523788,"Em relação ao texto acima, julgue os itens a seguir.Preserva-se a correção gramatical do período, embora, em alguns casos, com alteração de sentido, se a expressão ""ao estabelecer""  for substituída, sem outras modificações no texto, por qualquer uma das seguintes: quando estabeleceu, por estabelecer, porque estabeleceu, estabelecendo.",Certo | Errado,e,2004,,2,Certo,Errado
8158,Q523789,"Em relação ao texto acima, julgue os itens a seguir.O emprego de vírgula logo após a palavra ""criminais""  mantém inalterados o sentido e a relação sintática do período.",Certo | Errado,e,2004,,2,Certo,Errado
8159,Q523799,"Em relação ao texto acima e ao tema nele abordado, julgue os itens a
seguir.Nas linhas 11 e 12, será mantida a correção gramatical se a expressão por parte de (...) meus for assim reescrita: por parte de bastantes compatriotas meus.",Certo | Errado,c,2004,,2,Certo,Errado
8160,Q523801,"Tendo o texto acima como referência e considerando o cenário
mundial contemporâneo, julgue os itens que se seguem.A palavra genocídio (l.7) significa extermínio deliberado, parcial ou total, de uma comunidade, grupo étnico, racial ou religioso.",Certo | Errado,c,2004,,2,Certo,Errado
8161,Q523802,"Com relação ao texto acima e a aspectos relevantes que o tema
suscita, julgue os itens subseqüentes.Ao se substituir a expressão A despeito dos (l.7) por Em detrimento dos, a informação do texto modifica-se e há prejuízo para a coerência textual.",Certo | Errado,c,2004,,2,Certo,Errado
8162,Q523803,"Tendo o texto acima como referência inicial, julgue os itens seguintes,
relativos ao mundo contemporâneo.A corrupção (R.2), a que o texto alude, não é um fenômeno exclusivamente brasileiro, pois atinge governos e grandes empresas pelo mundo afora.",Certo | Errado,c,2004,,2,Certo,Errado
8163,Q523807,"Paulo, agente administrativo lotado na Diretoria de
Combate ao Crime Organizado (DCOR) do Departamento de
Polícia Federal (DPF), foi incumbido, por seu superior, de redigir
um ofício a ser enviado pela DCOR ao Procurador-Geral da
República.
Em face da situação hipotética acima, julgue os itens que se
seguem.O documento deve conter, entre outros elementos, a identificação do local e da data em que foi expedido, a assinatura de Paulo e o nome do signatário.",Certo | Errado,e,2004,,2,Certo,Errado
8164,Q523815,"Com referência à redação de expedientes, julgue a associação
entre documento, finalidade e fecho proposta em cada um dos
itens seguintes.documento: requerimento finalidade: solicitação, de particular a autoridade, de algo a que o autor julga ter direito fecho: Nestes termos, pede deferimento.",Certo | Errado,c,2004,,2,Certo,Errado
8165,Q523825,"Preservam-se a correção gramatical e a coerência textual ao se retirar o ponto logo depois de importante (L.13), desde que feitos os necessários ajustes no emprego de letra maiúscula e minúscula.",Certo | Errado,c,2004,,2,Certo,Errado
8166,Q523827,"De acordo com a argumentação textual, o pronome em seu centro (L.3) refere-se a Antiguidade clássica (L.2).",Certo | Errado,e,2004,,2,Certo,Errado
8167,Q523828,"Julgue os seguintes itens, referentes ao texto ao lado e aos múltiplos aspectos relativos ao tema por ele abordado.Na linha 4, por anteceder a segunda ocorrência da conjunção e, a vírgula poderia ser retirada, sem prejuízo da organização da argumentação e da correção gramatical.",Certo | Errado,e,2004,,2,Certo,Errado
8168,Q523831,"Texto I itens de 6 a 16A respeito do texto I, julgue os itens a seguir.No período de que faz parte, o termo Independente (L.8) exerce a função de adjetivo e está no singular porque se refere a debate (l.8).",Certo | Errado,e,2004,,2,Certo,Errado
8169,Q523867,"Tendo o texto por referência inicial e considerando situações históricas relativas à inserção internacional do Brasil e o quadro econômico mundial contemporâneo, julgue os itens seguintes. De acordo com as informações do texto, a justificativa para a formação da ALCA é o protecionismo inerente ao livre comércio.",Certo | Errado,e,2004,,2,Certo,Errado
8170,Q523880,"A respeito do texto I, julgue os itens a seguir.Na linha 1, o emprego da preposição por, que rege população, estabelece a relação entre porte e população.",Certo | Errado,c,2004,,2,Certo,Errado
8171,Q523901,"Ao se substituir o trecho importante, que é (L.2) por importante:, mantém-se a correção gramatical e a informação original do período.",Certo | Errado,c,2004,,2,Certo,Errado
8172,Q523902,"As vírgulas imediatamente após Estados Unidos (L.7) e habitante (L.8) não podem ser eliminadas, porque têm a função de isolar um aposto explicativo.",Certo | Errado,c,2004,,2,Certo,Errado
8173,Q523903,"As palavras indivíduos, vulneráveis, incidência e neurônios, contidas no texto, apresentam acento gráfico com base na mesma regra.",Certo | Errado,c,2004,,2,Certo,Errado
8174,Q523904,"Em se redefinirmos (L.4-5), como não se pode identificar o agente, o pronome se indica indeterminação do sujeito, o que reforça a objetividade e a impessoalidade do texto.",Certo | Errado,e,2004,,2,Certo,Errado
8175,Q523924,"Com relação ao texto acima, julgue os seguintes itens.Preservam-se as relações semânticas do texto e sua correção gramatical ao se substituir o sinal de dois-pontos na linha 13 por vírgula seguida do termo que é.",Certo | Errado,c,2004,,2,Certo,Errado
8176,Q523925,"Com base no texto acima, julgue os itens subseqüentes.Na linha 15, a forma verbal reduziram, responsável pelo emprego da preposição em, admite, alternativamente, o emprego da preposição a, sem que as relações semânticas e a coerência do texto sejam alteradas.",Certo | Errado,e,2004,,2,Certo,Errado
8177,Q523927,"Julgue os itens que se seguem, a respeito do texto acima.No período em que ocorre, o conectivo ao invés de (L.12) estabelece relações semânticas de concessão e de restrição, e pode ser substituído por apesar de, sem prejuízo para a coerência e a correção gramatical do texto.",Certo | Errado,e,2004,,2,Certo,Errado
8178,Q523929,"Em relação a aspectos gramaticais e às idéias do parágrafo contido na janela do Word 2000 mostrada na figura acima, julgue os itens subseqüentes. A expressão principalmente jovens (l.2-3) está entre vírgulas por tratar-se de termo intercalado para especificar a informação anterior.",Certo | Errado,c,2004,,2,Certo,Errado
8179,Q523933,"Em relação ao texto acima, julgue os itens a seguir. Subentende-se do texto que alguns países em desenvolvimento buscam soluções pacíficas para os conflitos e que o Brasil pode representar os anseios de uma convivência harmoniosa.",Certo | Errado,c,2004,,2,Certo,Errado
8180,Q523934,"A respeito das idéias e estruturas do texto acima e considerando aspectos atuais da política externa brasileira, julgue os itens seguintes. A expressão no plano interno (l.15) está demar- cada por vírgulas por exigência da mesma regra gramatical que justifica seu uso à linha 9: a inserção de uma circunstância.",Certo | Errado,e,2004,,2,Certo,Errado
8181,Q523935,"Acerca das idéias e das estruturas do texto acima, que aborda aspectos da sociedade contemporânea, e considerando as transformações históricas ocorridas no Brasil a partir de meados do século XX, julgue os itens que se seguem. A direção argumentativa do texto defende a idéia de que o indivíduo tem chance de ser mais feliz quando persegue e alcança o sucesso, já que supera seus limites e os dos outros.",Certo | Errado,e,2004,,2,Certo,Errado
8182,Q523936,"Acerca das idéias e das estruturas do texto acima, que aborda aspectos da sociedade contemporânea, e considerando as transformações históricas ocorridas no Brasil a partir de meados do século XX, julgue os itens que se seguem. A taxa de urbanização da sociedade brasileira verificada nos dias de hoje resulta de um processo histórico de modernização do país que, basicamente iniciado com a Era Vargas (1930-1945), foi impulsionado pelas transformações econômicas e sociais que o mundo conheceu nas décadas que se seguiram ao fim da Segunda Guerra Mundial.",Certo | Errado,c,2004,,2,Certo,Errado
8183,Q524089,"As formas verbais “organizaram-se"" e “constituíram"", ambasna linha 7, estão no plural para concordar com o mesmotermo com que concorda “Dotados"" (l.5).",Errado | Certo,c,2004,,2,Certo,Errado
8184,Q524090,"Na linha 8, o uso da vírgula após “cidadão"" justifica-seporque o sujeito da oração subseqüente é diferente do sujeitoda oração anterior.",Errado | Certo,c,2004,,2,Certo,Errado
8185,Q524091,"Em “a estabelecida"" (l.7), subentende-se, como recurso decoesão textual, a elipse da palavra “forma"", citada na linha 4.",Errado | Certo,c,2004,,2,Certo,Errado
8186,Q524093,"O texto, ao sugerir que se utilize “vacina antivírus"" paraeliminar “trojan"" contraído em decorrência da execução de“SPAM fraudulento"" a partir de arquivo anexado a mensagemde correio eletrônico, comete dois erros técnicos: não é possívela infecção por trojan a partir de SPAM; vacina antivírus não écapaz de eliminar trojan.",Errado | Certo,e,2004,,2,Certo,Errado
8187,Q524113,O texto apresenta argumentos que explicam por que ainformática é inadequada para utilização em certos atosprocessuais próprios da justiça do trabalho.,Errado | Certo,e,2004,,2,Certo,Errado
8188,Q524114,"A substituição de “O decreto de desapropriação é consideradouma vitória"" (l6-7) por Considera-se o decreto dedesapropriação uma vitória mantém o sentido geral do textoe a correção gramatical da frase.",Errado | Certo,c,2004,,2,Certo,Errado
8189,Q524115,"O emprego de preposição em “ao mau uso"" (l6) e em“à impunidade"" (l6-7) é exigido pela regência da palavra“combate"" (l6).",Errado | Certo,c,2004,,2,Certo,Errado
8190,Q524131,"O pronome masculino singular “ele"" (l.7) está sendoempregado como recurso coesivo que retoma o termoantecedente “povo"" (l.5).",Errado | Certo,e,2004,,2,Certo,Errado
8191,Q524132,"A expressão “a esse pretexto"" (l.11) constitui recursocoesivo que retoma a idéia de “não só para os julgadores""(l.7-8).",Errado | Certo,e,2004,,2,Certo,Errado
8192,Q524165,"Julgue os itens seguintes, relativos às idéias contidas no texto IO autor do texto não gosta de tratar de assuntos melancólicosem suas crônicas.",Errado | Certo,e,2004,,2,Certo,Errado
8193,Q524166,"Julgue os itens seguintes, relativos às idéias contidas no texto IPelo que afirma o autor do texto ao final do primeiroparágrafo, conclui-se que ele gostaria de se dedicar à pintura,visto que são cenas que surgem na sua imaginação.",Errado | Certo,e,2004,,2,Certo,Errado
8194,Q524167,"Com relação a aspectos gramaticais do texto I, julgue os itens subseqüentes.Seria mantida a correção gramatical se a oração “mesmo queo assunto seja triste"" (l.2) fosse substituída por ainda que oassunto é triste.",Errado | Certo,e,2004,,2,Certo,Errado
8195,Q524168,"Com referência às idéias contidas no texto II, julgue os itens que se seguem. Escritores fracassados são aqueles cujos livros, mesmoestando nas bibliotecas, não são lidos.",Errado | Certo,e,2004,,2,Certo,Errado
8196,Q524169,"Julgue os itens a seguir, a respeito de estruturas gramaticais do texto II. Pode-se concluir que, para o autor, a leitura está associada àfelicidade.",Errado | Certo,c,2004,,2,Certo,Errado
8197,Q524170,O autor do texto propõe que abandonemos a realidade etransformemos nossa vida em uma verdadeira ficção.,Errado | Certo,e,2004,,2,Certo,Errado
8198,Q524172,"As palavras “mágico"" e “telefônica"" seguem a mesma regrade acentuação gráfica.",Errado | Certo,c,2004,,2,Certo,Errado
8199,Q524173,"Não provocaria prejuízo para a correção gramatical do textoo emprego da vírgula depois da palavra “também"" (R.7).",Errado | Certo,e,2004,,2,Certo,Errado
8200,Q524184,"A substituição de “O decreto de desapropriação é consideradouma vitória"" (l.6-7) por Considera-se o decreto dedesapropriação uma vitória mantém o sentido geral do textoe a correção gramatical da frase.",Errado | Certo,c,2004,,2,Certo,Errado
8201,Q524185,"O emprego de preposição em “ao mau uso"" (l.6) e em“à impunidade"" (l.6-7) é exigido pela regência da palavra“combate"" (l.6).",Errado | Certo,c,2004,,2,Certo,Errado
8202,Q524189,"Estaria gramaticalmente correta a substituição do trechodestacado em “para a justiça do trabalho"" (L8-9) porqualquer uma das seguintes formas: da, na, em relaçãoà, quanto à.",Errado | Certo,c,2004,,2,Certo,Errado
8203,Q524190,"A substituição de “aperfeiçoar"" (L1) por aperfeiçoaremmantém a correção gramatical do período.",Errado | Certo,e,2004,,2,Certo,Errado
8204,Q524191,"Com base nas idéias do texto anterior, julgue os itens a seguir
Há uma relação ambígua e paradoxal entre justiça edireito.",Errado | Certo,e,2004,,2,Certo,Errado
8205,Q524192,"Com base nas idéias do texto anterior, julgue os itens a seguir
A alegoria da justiça representa, no símbolo da balança,a idéia de que é imperioso mensurar e avaliar estados dedireito.",Errado | Certo,c,2004,,2,Certo,Errado
8206,Q524203,"A forma verbal de subjuntivo “envolvessem"" (L.11) está noplural para concordar com “cidadãos"" (L.10).",Errado | Certo,e,2004,,2,Certo,Errado
8207,Q524205,"As vírgulas logo após “processo"" (L.1) e “defesa"" (L.3) têma função de isolar elementos intercalados entre o sujeito e opredicado.",Errado | Certo,c,2004,,2,Certo,Errado
8208,Q524214,"A forma verbal de subjuntivo “envolvessem"" (L11) está noplural para concordar com “cidadãos"" (L10).",Errado | Certo,e,2004,,2,Certo,Errado
8209,Q524215,"O emprego do pronome na primeira pessoa do plural“nossas"" (L11) indica que o autor inclui no texto a voz dosbrasileiros em geral.",Errado | Certo,c,2004,,2,Certo,Errado
8210,Q524216,"As vírgulas logo após “processo"" (L1) e “defesa"" (L3) têma função de isolar elementos intercalados entre o sujeito e opredicado.",Errado | Certo,c,2004,,2,Certo,Errado
8211,Q524217,"O emprego das preposições “com"" (L1) e “sobre"" (L3) éexigido pela regência da forma verbal “está"" (L1).",Errado | Certo,e,2004,,2,Certo,Errado
8212,Q524218,"Para obedecer às regras ortográficas, seria necessário grafarreinvidicação no lugar de “reivindicação"" (L6).",Errado | Certo,e,2004,,2,Certo,Errado
8213,Q524219,"A expressão “com base na"" (L2) está incorreta e deve serreescrita como com base em.",Errado | Certo,e,2004,,2,Certo,Errado
8214,Q524437,"Tendo o texto acima como referência inicial e considerando as

diversas implicações do tema por ele abordado, inclusive as

relativas ao conceito de desenvolvimento sustentável, julgue os

itens que se seguem.
Quando o texto diz que “Os olhos do mundo estão voltados
para a Amazônia” (l.12), em verdade está afirmando que a
região vive um processo de internacionalização comandado
pelas grandes potências.",Errado | Certo,e,2004,,2,Certo,Errado
8215,Q524438,"De acordo com as idéias do texto acima, julgue os itens seguintes.O poder humano ainda é pequeno e o instrumental
tecnológico disponível é insuficiente para ameaçar a vida de
um ecossistema.",Errado | Certo,c,2004,,2,Certo,Errado
8216,Q524440,"Acerca do texto acima, julgue os itens a seguir.
 Em “de abertura” (l.11) e em “de construção” (l.12), o
emprego de preposição é exigido pela regência da palavra
“projetos” (l.11).",Errado | Certo,e,2004,,2,Certo,Errado
8217,Q524441,"A respeito do texto acima, julgue os itens subseqüentes.
Na estrutura “contra os que a estão invadindo” (l.4-5), o
pronome “a” retoma a idéia de “busca” (l.3).",Errado | Certo,e,2004,,2,Certo,Errado
8218,Q524454,"A respeito do texto acima, julgue os itens subseqüentes.
O emprego da flexão de plural em “Comparsas” e
“desatentos”, ambos na linha 7, indica que esses termos
qualificam “desejos ou devaneios” (l.8-9).",Errado | Certo,e,2004,,2,Certo,Errado
8219,Q524455,"Considerando a organização das idéias no texto acima, julgue os

seguintes itens.
De acordo com os sentidos do texto, o artigo “os” (l.16)
corresponde ao possessivo seus.",Errado | Certo,c,2004,,2,Certo,Errado
8220,Q524456,"Julgue os seguintes itens, a respeito do texto acima.
A forma verbal “fosse” (l.7 e 8) estabelece relações
semânticas e sintáticas entre os termos que liga, as quais
correspondem a quer ... quer ou a seja ... seja.",Errado | Certo,c,2004,,2,Certo,Errado
8221,Q524457,"Julgue os seguintes itens, a respeito do texto acima.
De acordo com o desenvolvimento das idéias do texto, as
expressões “trabalhadores intelectuais estatais” (R.13),
“servidores ou funcionários públicos” (R.14) e “operários
qualificados, dotados de um saber específico” (R.17-18)
referem-se ao mesmo grupo de pessoas: “professores de
diversos níveis, cientistas, médicos, engenheiros, juristas,
bancários, agrônomos” (R.15-17).",Errado | Certo,e,2004,,2,Certo,Errado
8222,Q524475,"Considerando a organização das idéias no texto acima, julgue os seguintes itens.De acordo com os sentidos do texto, o artigo “os” (l.16)
corresponde ao possessivo seus.",Errado | Certo,c,2004,,2,Certo,Errado
